order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,order_month,order_year,revenue,discount_amount,net_sales,cost_price,profit
O00672,2024-08-12,C0061,P0599,S053,In-Store,1,131.38,0.0,131.38,8,2024,131.38,0.0,131.38,67.15,64.23
O00673,2025-03-27,C0733,P1047,S028,In-Store,2,126.31,0.2,202.1,3,2025,252.62,0.51,252.11,79.41,93.8
O00674,2024-12-10,C0106,P0298,S048,In-Store,1,24.97,0.0,24.97,12,2024,24.97,0.0,24.97,13.26,11.71
O00675,2025-12-17,C0375,P0845,S009,In-Store,4,265.78,0.05,1009.96,12,2025,1063.12,0.53,1062.59,195.98,279.2
O00676,2025-05-18,C0215,P0541,Online,Online,3,102.78,0.0,308.34,5,2025,308.34,0.0,308.34,53.41,148.11
O00677,2024-08-15,C0726,P1006,S048,In-Store,2,262.46,0.1,472.43,8,2024,524.92,0.52,524.4,194.07,136.78
O00678,2024-08-04,C0705,P0910,S028,In-Store,2,231.06,0.1,415.91,8,2024,462.12,0.46,461.66,166.1,129.92
O00679,2025-10-02,C0608,P0073,S009,In-Store,1,10.3,0.1,9.27,10,2025,10.3,0.01,10.29,5.33,4.97
O00680,2025-09-27,C0379,P1154,S018,In-Store,1,111.2,0.1,100.08,9,2025,111.2,0.11,111.09,72.32,38.88
O00681,2024-05-28,C0162,P1162,S030,In-Store,2,199.19,0.2,318.7,5,2024,398.38,0.8,397.58,117.85,162.68
O00682,2025-12-03,C0158,P0263,Online,Online,2,291.33,0.1,524.39,12,2025,582.66,0.58,582.08,175.9,230.86
O00683,2025-03-24,C0263,P0466,Online,Online,1,135.41,0.05,128.64,3,2025,135.41,0.07,135.34,99.14,36.27
O00684,2025-10-03,C0151,P1196,Online,Online,2,103.64,0.1,186.55,10,2025,207.28,0.21,207.07,61.87,83.54
O00685,2024-06-26,C0763,P1058,S039,In-Store,1,219.39,0.05,208.42,6,2024,219.39,0.11,219.28,138.39,81.0
O00686,2024-12-29,C0659,P0319,S032,In-Store,1,225.29,0.1,202.76,12,2024,225.29,0.23,225.06,169.96,55.33
O00687,2025-02-19,C0387,P0993,S055,In-Store,1,170.79,0.2,136.63,2,2025,170.79,0.34,170.45,99.31,71.48
O00688,2024-08-22,C0388,P0029,S004,In-Store,1,37.24,0.1,33.52,8,2024,37.24,0.04,37.2,28.6,8.64
O00689,2025-03-31,C0211,P0459,Online,Online,3,44.11,0.0,132.33,3,2025,132.33,0.0,132.33,32.14,35.91
O00690,2025-03-04,C0365,P1021,S058,In-Store,2,176.65,0.0,353.3,3,2025,353.3,0.0,353.3,110.79,131.72
O00691,2024-10-29,C0596,P1073,S047,In-Store,1,14.14,0.05,13.43,10,2024,14.14,0.01,14.13,7.31,6.83
O00692,2025-11-28,C0033,P0816,S017,In-Store,2,235.03,0.1,423.05,11,2025,470.06,0.47,469.59,146.6,176.86
O00693,2024-05-08,C0277,P1133,Online,In-Store,1,53.96,0.0,53.96,5,2024,53.96,0.0,53.96,44.43,9.53
O00694,2025-02-19,C0057,P0914,S015,In-Store,3,254.74,0.05,726.01,2,2025,764.22,0.38,763.84,196.96,173.34
O00695,2024-05-07,C0757,P0374,S041,In-Store,1,190.53,0.05,181.0,5,2024,190.53,0.1,190.43,98.1,92.43
O00696,2024-12-20,C0734,P0934,Online,Online,1,285.28,0.1,256.75,12,2024,285.28,0.29,284.99,152.76,132.52
O00697,2025-10-26,C0093,P0389,S058,In-Store,3,277.24,0.0,831.72,10,2025,831.72,0.0,831.72,154.95,366.87
O00698,2025-05-04,C0135,P1070,S013,In-Store,1,20.86,0.05,19.82,5,2025,20.86,0.01,20.85,15.59,5.27
O00699,2025-10-13,C0779,P1190,S006,In-Store,1,305.51,0.0,305.51,10,2025,305.51,0.0,305.51,181.82,123.69
O00700,2025-09-26,C0649,P0149,Online,Online,1,29.42,0.0,29.42,9,2025,29.42,0.0,29.42,22.17,7.25
O00701,2024-05-20,C0487,P0404,Online,Online,3,233.86,0.05,666.5,5,2024,701.58,0.35,701.23,170.62,189.72
O00702,2024-06-28,C0307,P1165,Online,Online,1,111.55,0.2,89.24,6,2024,111.55,0.22,111.33,73.86,37.69
O00703,2024-11-09,C0114,P0906,S012,In-Store,1,269.33,0.2,215.46,11,2024,269.33,0.54,268.79,150.49,118.84
O00704,2024-11-20,C0257,P0833,S031,In-Store,1,213.73,0.05,203.04,11,2024,213.73,0.11,213.62,141.16,72.57
O00705,2024-12-28,C0494,P1053,Online,Online,2,94.13,0.1,169.43,12,2024,188.26,0.19,188.07,74.28,39.7
O00706,2025-12-21,C0544,P0509,S043,In-Store,3,222.66,0.1,601.18,12,2025,667.98,0.67,667.31,126.99,287.01
O00707,2025-04-21,C0114,P0373,S020,In-Store,1,124.26,0.2,99.41,4,2025,124.26,0.25,124.01,105.48,18.78
O00708,2025-03-22,C0183,P0134,S043,In-Store,1,249.13,0.1,224.22,3,2025,249.13,0.25,248.88,182.16,66.97
O00709,2024-09-12,C0453,P0701,S034,In-Store,3,94.74,0.05,270.01,9,2024,284.22,0.14,284.08,83.67,33.21
O00710,2025-01-12,C0111,P0474,Online,Online,1,140.16,0.1,126.14,1,2025,140.16,0.14,140.02,80.82,59.34
O00711,2024-05-08,C0543,P0966,Online,Online,1,159.24,0.1,143.32,5,2024,159.24,0.16,159.08,81.86,77.38
O00712,2024-10-04,C0215,P1169,S020,In-Store,2,50.9,0.05,96.71,10,2024,101.8,0.05,101.75,33.85,34.1
O00713,2025-10-12,C0405,P0351,S039,In-Store,2,170.33,0.05,323.63,10,2025,340.66,0.17,340.49,106.14,128.38
O00714,2024-05-25,C0528,P0970,S050,In-Store,1,144.34,0.2,115.47,5,2024,144.34,0.29,144.05,87.38,56.96
O00715,2024-05-05,C0275,P0468,S030,In-Store,2,146.22,0.1,263.2,5,2024,292.44,0.29,292.15,97.85,96.74
O00716,2024-05-01,C0313,P0683,S053,In-Store,1,27.06,0.1,24.35,5,2024,27.06,0.03,27.03,14.77,12.29
O00717,2025-05-05,C0435,P1153,S026,In-Store,1,152.8,0.0,152.8,5,2025,152.8,0.0,152.8,103.2,49.6
O00718,2024-08-10,C0413,P0113,S022,In-Store,2,238.0,0.05,452.2,8,2024,476.0,0.24,475.76,128.94,218.12
O00719,2025-08-03,C0785,P0561,Online,Online,1,182.85,0.05,173.71,8,2025,182.85,0.09,182.76,137.05,45.8
O00720,2025-10-31,C0733,P0524,Online,Online,2,301.16,0.1,542.09,10,2025,602.32,0.6,601.72,153.73,294.86
O00721,2024-06-14,C0437,P0783,S035,In-Store,2,59.11,0.05,112.31,6,2024,118.22,0.06,118.16,41.45,35.32
O00722,2025-02-16,C0632,P1030,S017,In-Store,1,115.95,0.0,115.95,2,2025,115.95,0.0,115.95,100.06,15.89
O00723,2025-10-08,C0164,P0666,S017,In-Store,2,78.53,0.2,125.65,10,2025,157.06,0.31,156.75,65.86,25.34
O00724,2024-07-26,C0047,P0798,S058,In-Store,1,97.75,0.2,78.2,7,2024,97.75,0.2,97.55,54.63,43.12
O00725,2025-07-18,C0621,P0410,S006,In-Store,1,244.31,0.0,244.31,7,2025,244.31,0.0,244.31,174.55,69.76
O00726,2024-06-20,C0282,P1101,S059,In-Store,2,27.41,0.1,49.34,6,2024,54.82,0.05,54.77,17.28,20.26
O00727,2025-08-06,C0137,P0151,S049,In-Store,2,176.17,0.2,281.87,8,2025,352.34,0.7,351.64,106.1,140.14
O00728,2024-10-10,C0154,P0595,Online,Online,1,277.06,0.05,263.21,10,2024,277.06,0.14,276.92,158.47,118.59
O00729,2025-11-11,C0448,P0502,S034,In-Store,2,256.28,0.1,461.3,11,2025,512.56,0.51,512.05,165.85,180.86
O00730,2025-06-27,C0298,P0044,Online,Online,2,22.6,0.0,45.2,6,2025,45.2,0.0,45.2,0.0,67.74
O00731,2025-04-12,C0716,P0642,S023,In-Store,1,258.83,0.2,207.06,4,2025,258.83,0.52,258.31,171.06,87.77
O00732,2024-08-21,C0219,P0377,S014,In-Store,3,119.09,0.2,285.82,8,2024,357.27,0.71,356.56,0.0,67.74
O00733,2024-06-07,C0203,P0530,Online,Online,1,274.32,0.0,274.32,6,2024,274.32,0.0,274.32,147.34,126.98
O00734,2024-09-05,C0657,P0841,S051,In-Store,2,101.01,0.2,161.62,9,2024,202.02,0.4,201.62,53.94,94.14
O00735,2024-06-03,C0541,P0123,S032,In-Store,3,159.16,0.1,429.73,6,2024,477.48,0.48,477.0,112.93,138.69
O00736,2025-01-17,C0447,P0065,S055,In-Store,1,103.15,0.1,92.84,1,2025,103.15,0.1,103.05,57.03,46.12
O00737,2025-06-04,C0503,P0578,S040,In-Store,1,178.32,0.0,178.32,6,2025,178.32,0.0,178.32,133.09,45.23
O00738,2025-11-09,C0578,P0188,S049,In-Store,1,302.59,0.0,302.59,11,2025,302.59,0.0,302.59,172.73,129.86
O00739,2025-07-01,C0525,P0179,S029,In-Store,1,82.77,0.05,78.63,7,2025,82.77,0.04,82.73,51.26,31.51
O00740,2025-06-17,C0785,P0882,S029,In-Store,3,165.62,0.2,397.49,6,2025,496.86,0.99,495.87,129.51,108.33
O00741,2025-06-05,C0756,P0311,S004,In-Store,1,248.9,0.05,236.45,6,2025,248.9,0.12,248.78,159.77,89.13
O00742,2024-06-16,C0347,P0929,S044,In-Store,1,34.13,0.2,27.3,6,2024,34.13,0.07,34.06,18.97,15.16
O00743,2025-03-07,C0411,P1177,Online,Online,2,59.49,0.2,95.18,3,2025,118.98,0.24,118.74,42.92,33.14
O00744,2025-02-06,C0230,P0660,S016,In-Store,1,161.23,0.05,153.17,2,2025,161.23,0.08,161.15,128.05,33.18
O00745,2025-02-08,C0786,P0668,S041,In-Store,1,153.87,0.05,146.18,2,2025,153.87,0.08,153.79,89.56,64.31
O00746,2025-08-14,C0588,P0726,S045,In-Store,2,268.98,0.05,511.06,8,2025,537.96,0.27,537.69,185.66,166.64
O00747,2025-03-22,C0151,P0422,S006,In-Store,1,221.49,0.0,221.49,3,2025,221.49,0.0,221.49,169.3,52.19
O00748,2024-12-30,C0040,P0260,S004,In-Store,1,116.29,0.1,104.66,12,2024,116.29,0.12,116.17,104.16,12.13
O00749,2024-08-03,C0235,P0427,Online,Online,1,219.82,0.05,208.83,8,2024,219.82,0.11,219.71,0.0,67.74
O00750,2025-02-05,C0277,P0477,S013,In-Store,1,202.25,0.1,182.03,2,2025,202.25,0.2,202.05,124.21,78.04
O00751,2025-04-04,C0450,P0252,S024,In-Store,2,231.15,0.0,462.3,4,2025,462.3,0.0,462.3,196.57,69.16
O00752,2025-10-18,C0761,P0427,S028,In-Store,3,219.82,0.2,527.57,10,2025,659.46,1.32,658.14,0.0,67.74
O00753,2025-10-15,C0210,P0779,S007,In-Store,2,113.02,0.0,226.04,10,2025,226.04,0.0,226.04,78.45,69.14
O00754,2025-10-01,C0518,P1184,S007,In-Store,2,32.67,0.05,62.07,10,2025,65.34,0.03,65.31,22.25,20.84
O00755,2025-02-07,C0123,P1001,S022,In-Store,2,125.39,0.1,225.7,2,2025,250.78,0.25,250.53,0.0,67.74
O00756,2025-09-25,C0215,P0185,S023,In-Store,1,189.67,0.2,151.74,9,2025,189.67,0.38,189.29,150.76,38.91
O00757,2025-06-25,C0114,P0935,Online,Online,3,367.55,0.2,882.12,6,2025,1102.65,2.21,1100.44,190.04,532.53
O00758,2024-07-06,C0409,P0204,S017,In-Store,2,200.67,0.1,361.21,7,2024,401.34,0.4,400.94,110.34,180.66
O00759,2025-08-31,C0444,P0615,Online,Online,3,92.09,0.0,276.27,8,2025,276.27,0.0,276.27,63.28,86.43
O00760,2024-05-06,C0399,P0965,Online,Online,1,264.41,0.1,237.97,5,2024,264.41,0.26,264.15,178.08,86.33
O00761,2024-05-12,C0331,P0092,Online,Online,3,210.05,0.05,598.64,5,2024,630.15,0.32,629.83,179.14,92.73
O00762,2025-08-23,C0009,P0262,S008,In-Store,2,48.1,0.2,76.96,8,2025,96.2,0.19,96.01,35.21,25.78
O00763,2025-03-18,C0062,P0498,S055,In-Store,2,35.81,0.1,64.46,3,2025,71.62,0.07,71.55,19.73,32.16
O00764,2024-09-23,C0424,P0322,S011,In-Store,2,40.71,0.05,77.35,9,2024,81.42,0.04,81.38,20.84,39.74
O00765,2024-05-13,C0684,P0371,S059,In-Store,1,229.56,0.0,229.56,5,2024,229.56,0.0,229.56,131.42,98.14
O00766,2025-03-26,C0030,P1018,Online,Online,3,167.01,0.2,400.82,3,2025,501.03,1.0,500.03,129.58,112.29
O00767,2025-04-22,C0271,P0657,Online,Online,2,29.04,0.0,58.08,4,2025,58.08,0.0,58.08,15.54,27.0
O00768,2024-09-11,C0481,P0070,S009,In-Store,1,235.0,0.2,188.0,9,2024,235.0,0.47,234.53,0.0,67.74
O00769,2024-10-27,C0386,P1075,Online,Online,1,285.01,0.0,285.01,10,2024,285.01,0.0,285.01,191.46,93.55
O00770,2024-06-14,C0228,P0188,S004,In-Store,1,302.59,0.0,302.59,6,2024,302.59,0.0,302.59,172.73,129.86
O00771,2025-02-15,C0475,P0850,S034,In-Store,2,321.09,0.2,513.74,2,2025,642.18,1.28,640.9,178.1,285.98
O00772,2025-03-12,C0617,P0001,S030,In-Store,1,13.26,0.1,11.93,3,2025,13.26,0.01,13.25,11.2,2.06
O00773,2025-11-17,C0672,P1105,S039,In-Store,3,14.96,0.0,44.88,11,2025,44.88,0.0,44.88,12.19,8.31
O00774,2025-02-16,C0766,P1169,Online,Online,1,50.9,0.05,48.35,2,2025,50.9,0.03,50.87,33.85,17.05
O00775,2025-10-08,C0146,P0461,S047,In-Store,2,201.11,0.0,402.22,10,2025,402.22,0.0,402.22,111.01,180.2
O00776,2025-09-04,C0289,P0215,Online,Online,1,203.42,0.1,183.08,9,2025,203.42,0.2,203.22,147.27,56.15
O00777,2025-03-21,C0675,P0616,S029,In-Store,2,285.94,0.1,514.69,3,2025,571.88,0.57,571.31,190.1,191.68
O00778,2025-01-31,C0134,P0671,S042,In-Store,1,50.49,0.05,47.97,1,2025,50.49,0.03,50.46,29.02,21.47
O00779,2024-10-16,C0035,P0788,S050,In-Store,2,154.9,0.05,294.31,10,2024,309.8,0.15,309.65,105.74,98.32
O00780,2025-03-20,C0014,P0292,S053,In-Store,1,106.04,0.05,100.74,3,2025,106.04,0.05,105.99,58.28,47.76
O00781,2024-10-15,C0330,P0023,S030,In-Store,3,97.03,0.1,261.98,10,2024,291.09,0.29,290.8,0.0,67.74
O00782,2025-01-07,C0591,P0830,S013,In-Store,3,200.01,0.2,480.02,1,2025,600.03,1.2,598.83,100.71,297.9
O00783,2025-11-11,C0558,P0900,Online,Online,2,18.92,0.1,34.06,11,2025,37.84,0.04,37.8,14.57,8.7
O00784,2025-04-04,C0526,P0690,S057,In-Store,1,140.54,0.05,133.51,4,2025,140.54,0.07,140.47,86.13,54.41
O00785,2025-03-29,C0499,P1124,S006,In-Store,2,67.07,0.1,120.73,3,2025,134.14,0.13,134.01,39.38,55.38
O00786,2025-04-09,C0269,P0129,S027,In-Store,1,27.78,0.0,27.78,4,2025,27.78,0.0,27.78,25.0,2.78
O00787,2025-02-25,C0129,P0193,Online,Online,2,62.96,0.2,100.74,2,2025,125.92,0.25,125.67,32.26,61.4
O00788,2024-07-11,C0123,P1127,S008,In-Store,3,119.95,0.1,323.87,7,2024,359.85,0.36,359.49,99.59,61.08
O00789,2025-01-28,C0446,P1133,S005,In-Store,3,53.96,0.05,153.79,1,2025,161.88,0.08,161.8,44.43,28.59
O00790,2025-01-20,C0523,P0399,Online,Online,1,64.47,0.05,61.25,1,2025,64.47,0.03,64.44,32.33,32.14
O00791,2025-10-27,C0203,P0724,S049,In-Store,2,171.56,0.05,325.96,10,2025,343.12,0.17,342.95,151.95,39.22
O00792,2024-10-13,C0543,P1075,Online,Online,1,285.01,0.1,256.51,10,2024,285.01,0.29,284.72,191.46,93.55
O00793,2025-03-26,C0710,P1087,Online,Online,2,36.72,0.05,69.77,3,2025,73.44,0.04,73.4,18.53,36.38
O00794,2024-10-07,C0169,P0463,S048,In-Store,2,192.98,0.05,366.66,10,2024,385.96,0.19,385.77,114.83,156.3
O00795,2024-07-12,C0624,P0868,S017,In-Store,1,207.53,0.0,207.53,7,2024,207.53,0.0,207.53,131.45,76.08
O00796,2024-12-30,C0410,P0607,S033,In-Store,1,12.56,0.2,10.05,12,2024,12.56,0.03,12.53,10.02,2.54
O00797,2025-03-27,C0479,P0659,Online,Online,10,218.6,0.1,1967.4,3,2025,2186.0,2.19,2183.81,173.17,454.3
O00798,2025-05-08,C0257,P1138,S013,In-Store,1,111.59,0.0,111.59,5,2025,111.59,0.0,111.59,68.82,42.77
O00799,2024-11-01,C0420,P0287,Online,Online,1,300.41,0.05,285.39,11,2024,300.41,0.15,300.26,196.26,104.15
O00800,2025-10-29,C0248,P0801,S041,In-Store,2,38.24,0.2,61.18,10,2025,76.48,0.15,76.33,25.78,24.92
O00801,2024-10-04,C0198,P0509,S004,In-Store,2,222.66,0.05,423.05,10,2024,445.32,0.22,445.1,126.99,191.34
O00802,2025-09-18,C0282,P0287,S007,In-Store,1,300.41,0.05,285.39,9,2025,300.41,0.15,300.26,196.26,104.15
O00803,2024-06-18,C0145,P0564,S000,In-Store,1,331.22,0.0,331.22,6,2024,331.22,0.0,331.22,166.92,164.3
O00804,2024-05-22,C0536,P0210,S038,In-Store,3,193.02,0.2,463.25,5,2024,579.06,1.16,577.9,100.6,277.26
O00805,2024-12-17,C0448,P0611,S034,In-Store,3,121.34,0.2,291.22,12,2024,364.02,0.73,363.29,90.75,91.77
O00806,2025-04-28,C0772,P0699,S017,In-Store,1,30.55,0.0,30.55,4,2025,30.55,0.0,30.55,20.37,10.18
O00807,2024-10-06,C0261,P0231,S027,In-Store,1,103.03,0.05,97.88,10,2024,103.03,0.05,102.98,60.23,42.8
O00808,2025-02-12,C0708,P0997,S014,In-Store,2,173.8,0.0,347.6,2,2025,347.6,0.0,347.6,95.65,156.3
O00809,2025-01-06,C0749,P0742,Online,Online,1,237.5,0.2,190.0,1,2025,237.5,0.48,237.02,189.9,47.6
O00810,2025-01-26,C0442,P0863,Online,Online,1,109.7,0.0,109.7,1,2025,109.7,0.0,109.7,72.06,37.64
O00811,2025-05-16,C0286,P0564,S040,In-Store,2,331.22,0.1,596.2,5,2025,662.44,0.66,661.78,166.92,328.6
O00812,2025-06-02,C0257,P0730,Online,Online,1,179.11,0.0,179.11,6,2025,179.11,0.0,179.11,148.34,30.77
O00813,2025-07-12,C0497,P0497,S014,In-Store,3,54.61,0.2,131.06,7,2025,163.83,0.33,163.5,32.72,65.67
O00814,2024-07-26,C0106,P0999,S053,In-Store,2,185.46,0.2,296.74,7,2024,370.92,0.74,370.18,139.55,91.82
O00815,2024-08-25,C0683,P0783,Online,Online,1,59.11,0.0,59.11,8,2024,59.11,0.0,59.11,41.45,17.66
O00816,2024-06-27,C0059,P0201,S007,In-Store,1,63.7,0.05,60.52,6,2024,63.7,0.03,63.67,52.5,11.2
O00817,2025-12-09,C0688,P0863,S045,In-Store,1,109.7,0.0,109.7,12,2025,109.7,0.0,109.7,72.06,37.64
O00818,2025-08-24,C0373,P0901,S036,In-Store,1,257.18,0.0,257.18,8,2025,257.18,0.0,257.18,132.87,124.31
O00819,2024-05-04,C0643,P0884,S001,In-Store,3,173.32,0.05,493.96,5,2024,519.96,0.26,519.7,119.02,162.9
O00820,2024-05-19,C0024,P0673,Online,Online,2,17.35,0.2,27.76,5,2024,34.7,0.07,34.63,14.41,5.88
O00821,2024-12-28,C0746,P0935,S016,In-Store,2,367.55,0.1,661.59,12,2024,735.1,0.74,734.36,190.04,355.02
O00822,2024-09-16,C0352,P0721,S015,In-Store,2,255.39,0.1,459.7,9,2024,510.78,0.51,510.27,162.62,185.54
O00823,2024-10-16,C0048,P0664,S040,In-Store,1,191.74,0.1,172.57,10,2024,191.74,0.19,191.55,109.09,82.65
O00824,2025-07-27,C0164,P0428,S055,In-Store,2,290.61,0.1,523.1,7,2025,581.22,0.58,580.64,192.06,197.1
O00825,2025-07-22,C0771,P0713,S011,In-Store,1,175.75,0.2,140.6,7,2025,175.75,0.35,175.4,139.9,35.85
O00826,2025-03-18,C0341,P0720,S047,In-Store,2,246.29,0.05,467.95,3,2025,492.58,0.25,492.33,153.35,185.88
O00827,2024-06-03,C0313,P0207,S005,In-Store,1,176.19,0.2,140.95,6,2024,176.19,0.35,175.84,97.87,78.32
O00828,2025-06-06,C0509,P0381,S012,In-Store,1,169.3,0.1,152.37,6,2025,169.3,0.17,169.13,107.47,61.83
O00829,2024-09-06,C0497,P0718,S028,In-Store,1,73.4,0.1,66.06,9,2024,73.4,0.07,73.33,44.17,29.23
O00830,2025-07-04,C0172,P0661,Online,Online,2,104.14,0.05,197.87,7,2025,208.28,0.1,208.18,58.34,91.6
O00831,2024-09-02,C0518,P1147,Online,Online,2,262.37,0.05,498.5,9,2024,524.74,0.26,524.48,151.81,221.12
O00832,2025-01-02,C0712,P0155,Online,Online,1,114.52,0.0,114.52,1,2025,114.52,0.0,114.52,94.98,19.54
O00833,2025-01-19,C0679,P0828,S009,In-Store,1,33.22,0.1,29.9,1,2025,33.22,0.03,33.19,28.38,4.84
O00834,2024-08-09,C0406,P0272,S006,In-Store,1,43.92,0.1,39.53,8,2024,43.92,0.04,43.88,22.88,21.04
O00835,2024-09-03,C0084,P0663,S028,In-Store,1,164.71,0.0,164.71,9,2024,164.71,0.0,164.71,83.66,81.05
O00836,2025-02-27,C0158,P0560,Online,Online,2,59.02,0.05,112.14,2,2025,118.04,0.06,117.98,33.92,50.2
O00837,2024-09-22,C0224,P0502,S028,In-Store,1,256.28,0.05,243.47,9,2024,256.28,0.13,256.15,165.85,90.43
O00838,2025-04-11,C0303,P0499,S054,In-Store,1,265.43,0.2,212.34,4,2025,265.43,0.53,264.9,140.47,124.96
O00839,2024-10-27,C0424,P1139,S036,In-Store,1,222.83,0.05,211.69,10,2024,222.83,0.11,222.72,196.14,26.69
O00840,2025-06-08,C0531,P1189,S036,In-Store,1,252.18,0.2,201.74,6,2025,252.18,0.5,251.68,132.49,119.69
O00841,2024-06-13,C0723,P0745,S016,In-Store,1,16.81,0.2,13.45,6,2024,16.81,0.03,16.78,9.63,7.18
O00842,2025-04-03,C0240,P0655,S004,In-Store,1,25.85,0.05,24.56,4,2025,25.85,0.01,25.84,15.47,10.38
O00843,2024-10-02,C0719,P0505,S037,In-Store,2,231.34,0.05,439.55,10,2024,462.68,0.23,462.45,186.24,90.2
O00844,2024-07-28,C0797,P1039,S034,In-Store,3,171.77,0.1,463.78,7,2024,515.31,0.52,514.79,101.39,211.14
O00845,2024-12-13,C0618,P0466,S045,In-Store,2,135.41,0.05,257.28,12,2024,270.82,0.14,270.68,99.14,72.54
O00846,2025-11-28,C0588,P0108,S028,In-Store,1,29.29,0.2,23.43,11,2025,29.29,0.06,29.23,26.08,3.21
O00847,2025-06-06,C0066,P0350,Online,Online,2,169.74,0.2,271.58,6,2025,339.48,0.68,338.8,102.85,133.78
O00848,2024-11-28,C0058,P0711,S045,In-Store,1,261.54,0.05,248.46,11,2024,261.54,0.13,261.41,133.4,128.14
O00849,2024-07-11,C0362,P0133,S017,In-Store,1,50.24,0.1,45.22,7,2024,50.24,0.05,50.19,28.1,22.14
O00850,2025-03-16,C0745,P0056,Online,In-Store,1,103.48,0.2,82.78,3,2025,103.48,0.21,103.27,53.97,49.51
O00851,2025-01-09,C0136,P0811,Online,Online,1,13.23,0.2,10.58,1,2025,13.23,0.03,13.2,7.09,6.14
O00852,2025-02-15,C0713,P0623,S036,In-Store,1,122.49,0.2,97.99,2,2025,122.49,0.24,122.25,79.69,42.8
O00853,2025-07-16,C0552,P0199,S000,In-Store,2,115.92,0.0,231.84,7,2025,231.84,0.0,231.84,58.8,114.24
O00854,2025-02-18,C0366,P1124,Online,Online,1,67.07,0.0,67.07,2,2025,67.07,0.0,67.07,39.38,27.69
O00855,2025-02-16,C0542,P0847,S046,In-Store,1,292.23,0.05,277.62,2,2025,292.23,0.15,292.08,174.31,117.92
O00856,2025-01-27,C0615,P0367,S001,In-Store,1,201.12,0.2,160.9,1,2025,201.12,0.4,200.72,0.0,67.74
O00857,2025-05-11,C0339,P0182,Online,Online,2,60.65,0.2,97.04,5,2025,121.3,0.24,121.06,47.71,25.88
O00858,2024-10-11,C0701,P0793,S024,In-Store,1,273.34,0.2,218.67,10,2024,273.34,0.55,272.79,166.17,107.17
O00859,2024-09-13,C0351,P0374,Online,Online,2,190.53,0.1,342.95,9,2024,381.06,0.38,380.68,98.1,184.86
O00860,2025-09-06,C0440,P0516,S011,In-Store,1,242.91,0.1,218.62,9,2025,242.91,0.24,242.67,145.87,97.04
O00861,2025-07-12,C0232,P0719,S040,In-Store,1,330.88,0.0,330.88,7,2025,330.88,0.0,330.88,196.36,134.52
O00862,2025-03-03,C0769,P0192,S001,In-Store,1,195.65,0.0,195.65,3,2025,195.65,0.0,195.65,128.9,66.75
O00863,2025-01-19,C0060,P0764,Online,Online,1,241.25,0.0,241.25,1,2025,241.25,0.0,241.25,143.88,97.37
O00864,2024-11-28,C0541,P0025,Online,Online,2,83.7,0.2,133.92,11,2024,167.4,0.33,167.07,51.97,63.46
O00865,2025-05-29,C0581,P1153,S004,In-Store,2,152.8,0.05,290.32,5,2025,305.6,0.15,305.45,103.2,99.2
O00866,2024-04-17,C0635,P1020,Online,Online,2,45.93,0.05,87.27,4,2024,91.86,0.05,91.81,34.12,23.62
O00867,2025-02-18,C0099,P0316,S036,In-Store,2,150.05,0.05,285.1,2,2025,300.1,0.15,299.95,95.84,108.42
O00868,2025-01-13,C0723,P0363,S052,In-Store,1,382.32,0.2,305.86,1,2025,382.32,0.76,381.56,193.08,189.24
O00869,2025-01-27,C0039,P1100,S050,In-Store,1,74.54,0.0,74.54,1,2025,74.54,0.0,74.54,42.65,31.89
O00870,2025-08-15,C0319,P0596,Online,Online,1,291.59,0.05,277.01,8,2025,291.59,0.15,291.44,0.0,67.74
O00871,2025-10-23,C0171,P0204,S038,In-Store,3,200.67,0.05,571.91,10,2025,602.01,0.3,601.71,110.34,270.99
O00872,2024-11-23,C0345,P0931,S035,In-Store,1,121.97,0.2,97.58,11,2024,121.97,0.24,121.73,72.18,49.79
O00873,2024-05-26,C0119,P1135,Online,Online,2,65.37,0.05,124.2,5,2024,130.74,0.07,130.67,0.0,67.74
O00874,2025-01-11,C0245,P1005,Online,Online,2,126.49,0.2,202.38,1,2025,252.98,0.51,252.47,113.26,26.46
O00875,2024-08-17,C0060,P0983,S058,In-Store,3,149.62,0.0,448.86,8,2024,448.86,0.0,448.86,91.17,175.35
O00876,2024-04-30,C0093,P0656,S036,In-Store,1,192.95,0.2,154.36,4,2024,192.95,0.39,192.56,102.59,90.36
O00877,2025-06-05,C0658,P0411,Online,Online,2,232.21,0.05,441.2,6,2025,464.42,0.23,464.19,0.0,67.74
O00878,2025-09-20,C0202,P0599,S027,In-Store,4,131.38,0.2,420.42,9,2025,525.52,1.05,524.47,67.15,256.92
O00879,2025-04-14,C0084,P1004,Online,Online,1,232.49,0.0,232.49,4,2025,232.49,0.0,232.49,157.88,74.61
O00880,2024-11-15,C0495,P0796,S050,In-Store,1,87.96,0.1,79.16,11,2024,87.96,0.09,87.87,77.22,10.74
O00881,2025-03-31,C0715,P0112,S002,In-Store,1,314.05,0.05,298.35,3,2025,314.05,0.16,313.89,170.67,143.38
O00882,2025-09-01,C0314,P1124,Online,In-Store,2,67.07,0.05,127.43,9,2025,134.14,0.07,134.07,39.38,55.38
O00883,2025-09-10,C0756,P0098,S003,In-Store,1,120.73,0.1,108.66,9,2025,120.73,0.12,120.61,70.55,50.18
